category,informationType,informativeness,sharingOwner,sharingOthers,age,gender,privacyNum,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,frequency,imagePath,originCategory,datasetName,id,nationality,bbox
Girl,"[1, 0, 0, 0, 0, 0]",0,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",59,Male,7,CrowdWorks,4,4,6,9,6,1,231f3e437626f792.jpg,Girl,OpenImages,231f3e437626f792_aucgn207_Girl,Japan,"[0, 0, 0, 0]"
Human nose,"[0, 0, 0, 0, 0, 1]",2,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",59,Male,7,CrowdWorks,4,4,6,9,6,1,231f3e437626f792.jpg,Human nose,OpenImages,231f3e437626f792_aucgn207_Human nose,Japan,"[0, 0, 0, 0]"
Clothing,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",59,Male,7,CrowdWorks,4,4,6,9,6,1,231f3e437626f792.jpg,Clothing,OpenImages,231f3e437626f792_aucgn207_Clothing,Japan,"[0, 0, 0, 0]"
Human body,"[1, 0, 0, 0, 0, 0]",0,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",59,Male,7,CrowdWorks,4,4,6,9,6,1,231f3e437626f792.jpg,Human body,OpenImages,231f3e437626f792_aucgn207_Human body,Japan,"[0, 0, 0, 0]"
Human head,"[1, 0, 0, 0, 0, 0]",0,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",59,Male,7,CrowdWorks,4,4,6,9,6,1,231f3e437626f792.jpg,Human head,OpenImages,231f3e437626f792_aucgn207_Human head,Japan,"[0, 0, 0, 0]"
Mammal,"[1, 0, 0, 0, 0, 0]",0,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",59,Male,7,CrowdWorks,4,4,6,9,6,1,231f3e437626f792.jpg,Mammal,OpenImages,231f3e437626f792_aucgn207_Mammal,Japan,"[0, 0, 0, 0]"
Human ear,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",59,Male,7,CrowdWorks,4,4,6,9,6,1,231f3e437626f792.jpg,Human ear,OpenImages,231f3e437626f792_aucgn207_Human ear,Japan,"[0, 0, 0, 0]"
Human mouth,"[0, 0, 0, 0, 0, 1]",2,"[0, 0, 1, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0]",59,Male,7,CrowdWorks,4,4,6,9,6,1,231f3e437626f792.jpg,Human mouth,OpenImages,231f3e437626f792_aucgn207_Human mouth,Japan,"[0, 0, 0, 0]"
Woman,"[1, 0, 0, 0, 0, 0]",0,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",59,Male,7,CrowdWorks,4,4,6,9,6,1,231f3e437626f792.jpg,Woman,OpenImages,231f3e437626f792_aucgn207_Woman,Japan,"[0, 0, 0, 0]"
Human face,"[1, 0, 0, 1, 0, 0]",6,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",47,Female,10,CrowdWorks,5,9,8,9,8,0,231f3e437626f792.jpg,Human face,OpenImages,231f3e437626f792_草の縁1150_Human face,Japan,"[0, 0, 0, 0]"
Human hair,"[1, 1, 0, 1, 0, 0]",6,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",47,Female,10,CrowdWorks,5,9,8,9,8,0,231f3e437626f792.jpg,Human hair,OpenImages,231f3e437626f792_草の縁1150_Human hair,Japan,"[0, 0, 0, 0]"
Glasses,"[1, 0, 0, 1, 0, 0]",5,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",47,Female,10,CrowdWorks,5,9,8,9,8,0,231f3e437626f792.jpg,Glasses,OpenImages,231f3e437626f792_草の縁1150_Glasses,Japan,"[0, 0, 0, 0]"
Girl,"[1, 1, 1, 1, 1, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",47,Female,10,CrowdWorks,5,9,8,9,8,0,231f3e437626f792.jpg,Girl,OpenImages,231f3e437626f792_草の縁1150_Girl,Japan,"[0, 0, 0, 0]"
Human nose,"[1, 0, 0, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",47,Female,10,CrowdWorks,5,9,8,9,8,0,231f3e437626f792.jpg,Human nose,OpenImages,231f3e437626f792_草の縁1150_Human nose,Japan,"[0, 0, 0, 0]"
Clothing,"[0, 0, 0, 1, 1, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",47,Female,10,CrowdWorks,5,9,8,9,8,0,231f3e437626f792.jpg,Clothing,OpenImages,231f3e437626f792_草の縁1150_Clothing,Japan,"[0, 0, 0, 0]"
Human body,"[1, 1, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",47,Female,10,CrowdWorks,5,9,8,9,8,0,231f3e437626f792.jpg,Human body,OpenImages,231f3e437626f792_草の縁1150_Human body,Japan,"[0, 0, 0, 0]"
Human head,"[1, 1, 0, 1, 0, 0]",6,"[0, 1, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",47,Female,10,CrowdWorks,5,9,8,9,8,0,231f3e437626f792.jpg,Human head,OpenImages,231f3e437626f792_草の縁1150_Human head,Japan,"[0, 0, 0, 0]"
Mammal,"[1, 1, 1, 1, 1, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",47,Female,10,CrowdWorks,5,9,8,9,8,0,231f3e437626f792.jpg,Mammal,OpenImages,231f3e437626f792_草の縁1150_Mammal,Japan,"[0, 0, 0, 0]"
Human ear,"[1, 0, 0, 0, 0, 0]",2,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",47,Female,10,CrowdWorks,5,9,8,9,8,0,231f3e437626f792.jpg,Human ear,OpenImages,231f3e437626f792_草の縁1150_Human ear,Japan,"[0, 0, 0, 0]"
Human mouth,"[1, 0, 0, 0, 0, 0]",1,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",47,Female,10,CrowdWorks,5,9,8,9,8,0,231f3e437626f792.jpg,Human mouth,OpenImages,231f3e437626f792_草の縁1150_Human mouth,Japan,"[0, 0, 0, 0]"
Woman,"[1, 1, 1, 1, 1, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",47,Female,10,CrowdWorks,5,9,8,9,8,0,231f3e437626f792.jpg,Woman,OpenImages,231f3e437626f792_草の縁1150_Woman,Japan,"[0, 0, 0, 0]"
Human face,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",38,Male,3,Prolific,5,5,5,4,8,0,231f3e437626f792.jpg,Human face,OpenImages,231f3e437626f792_63ea54888357dbac0d225d76_Human face,UK,"[0, 0, 0, 0]"
Human hair,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",38,Male,3,Prolific,5,5,5,4,8,0,231f3e437626f792.jpg,Human hair,OpenImages,231f3e437626f792_63ea54888357dbac0d225d76_Human hair,UK,"[0, 0, 0, 0]"
Glasses,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",38,Male,3,Prolific,5,5,5,4,8,0,231f3e437626f792.jpg,Glasses,OpenImages,231f3e437626f792_63ea54888357dbac0d225d76_Glasses,UK,"[0, 0, 0, 0]"
Girl,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",38,Male,3,Prolific,5,5,5,4,8,0,231f3e437626f792.jpg,Girl,OpenImages,231f3e437626f792_63ea54888357dbac0d225d76_Girl,UK,"[0, 0, 0, 0]"
Human nose,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",38,Male,3,Prolific,5,5,5,4,8,0,231f3e437626f792.jpg,Human nose,OpenImages,231f3e437626f792_63ea54888357dbac0d225d76_Human nose,UK,"[0, 0, 0, 0]"
Clothing,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",38,Male,3,Prolific,5,5,5,4,8,0,231f3e437626f792.jpg,Clothing,OpenImages,231f3e437626f792_63ea54888357dbac0d225d76_Clothing,UK,"[0, 0, 0, 0]"
Human body,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",38,Male,3,Prolific,5,5,5,4,8,0,231f3e437626f792.jpg,Human body,OpenImages,231f3e437626f792_63ea54888357dbac0d225d76_Human body,UK,"[0, 0, 0, 0]"
Human head,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",38,Male,3,Prolific,5,5,5,4,8,0,231f3e437626f792.jpg,Human head,OpenImages,231f3e437626f792_63ea54888357dbac0d225d76_Human head,UK,"[0, 0, 0, 0]"
Mammal,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",38,Male,3,Prolific,5,5,5,4,8,0,231f3e437626f792.jpg,Mammal,OpenImages,231f3e437626f792_63ea54888357dbac0d225d76_Mammal,UK,"[0, 0, 0, 0]"
Human ear,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",38,Male,3,Prolific,5,5,5,4,8,0,231f3e437626f792.jpg,Human ear,OpenImages,231f3e437626f792_63ea54888357dbac0d225d76_Human ear,UK,"[0, 0, 0, 0]"
Human mouth,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",38,Male,3,Prolific,5,5,5,4,8,0,231f3e437626f792.jpg,Human mouth,OpenImages,231f3e437626f792_63ea54888357dbac0d225d76_Human mouth,UK,"[0, 0, 0, 0]"
Woman,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",38,Male,3,Prolific,5,5,5,4,8,0,231f3e437626f792.jpg,Woman,OpenImages,231f3e437626f792_63ea54888357dbac0d225d76_Woman,UK,"[0, 0, 0, 0]"
Human face,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",24,Female,1,Prolific,3,8,6,9,8,3,231f3e437626f792.jpg,Human face,OpenImages,231f3e437626f792_602ba5af8055272f9a36e3fe_Human face,UK,"[0, 0, 0, 0]"
Human hair,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",24,Female,1,Prolific,3,8,6,9,8,3,231f3e437626f792.jpg,Human hair,OpenImages,231f3e437626f792_602ba5af8055272f9a36e3fe_Human hair,UK,"[0, 0, 0, 0]"
Glasses,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",24,Female,1,Prolific,3,8,6,9,8,3,231f3e437626f792.jpg,Glasses,OpenImages,231f3e437626f792_602ba5af8055272f9a36e3fe_Glasses,UK,"[0, 0, 0, 0]"
Girl,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",24,Female,1,Prolific,3,8,6,9,8,3,231f3e437626f792.jpg,Girl,OpenImages,231f3e437626f792_602ba5af8055272f9a36e3fe_Girl,UK,"[0, 0, 0, 0]"
Human nose,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",24,Female,1,Prolific,3,8,6,9,8,3,231f3e437626f792.jpg,Human nose,OpenImages,231f3e437626f792_602ba5af8055272f9a36e3fe_Human nose,UK,"[0, 0, 0, 0]"
Clothing,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",24,Female,1,Prolific,3,8,6,9,8,3,231f3e437626f792.jpg,Clothing,OpenImages,231f3e437626f792_602ba5af8055272f9a36e3fe_Clothing,UK,"[0, 0, 0, 0]"
Human body,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",24,Female,1,Prolific,3,8,6,9,8,3,231f3e437626f792.jpg,Human body,OpenImages,231f3e437626f792_602ba5af8055272f9a36e3fe_Human body,UK,"[0, 0, 0, 0]"
Human head,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",24,Female,1,Prolific,3,8,6,9,8,3,231f3e437626f792.jpg,Human head,OpenImages,231f3e437626f792_602ba5af8055272f9a36e3fe_Human head,UK,"[0, 0, 0, 0]"
Mammal,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",24,Female,1,Prolific,3,8,6,9,8,3,231f3e437626f792.jpg,Mammal,OpenImages,231f3e437626f792_602ba5af8055272f9a36e3fe_Mammal,UK,"[0, 0, 0, 0]"
Human ear,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",24,Female,1,Prolific,3,8,6,9,8,3,231f3e437626f792.jpg,Human ear,OpenImages,231f3e437626f792_602ba5af8055272f9a36e3fe_Human ear,UK,"[0, 0, 0, 0]"
Human mouth,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",24,Female,1,Prolific,3,8,6,9,8,3,231f3e437626f792.jpg,Human mouth,OpenImages,231f3e437626f792_602ba5af8055272f9a36e3fe_Human mouth,UK,"[0, 0, 0, 0]"
Woman,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",24,Female,1,Prolific,3,8,6,9,8,3,231f3e437626f792.jpg,Woman,OpenImages,231f3e437626f792_602ba5af8055272f9a36e3fe_Woman,UK,"[0, 0, 0, 0]"
Car,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",31,Male,6,CrowdWorks,9,10,10,3,7,2,1635d54a13b958e7.jpg,Car,OpenImages,1635d54a13b958e7_shati_Car,Japan,"[0, 0, 0, 0]"
Car,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",20,Female,8,CrowdWorks,7,7,5,5,9,4,1635d54a13b958e7.jpg,Car,OpenImages,1635d54a13b958e7_5tap_Car,Japan,"[0, 0, 0, 0]"
Car,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",23,Female,7,Prolific,5,8,7,7,8,1,1635d54a13b958e7.jpg,Car,OpenImages,1635d54a13b958e7_5e2761b3ce16da9982f88406_Car,UK,"[0, 0, 0, 0]"
Car,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",25,Male,0,Prolific,5,2,4,10,7,1,1635d54a13b958e7.jpg,Car,OpenImages,1635d54a13b958e7_62b2494a6b5643fdf0d4d52a_Car,UK,"[0, 0, 0, 0]"
curtain,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",48,Female,6,CrowdWorks,3,7,6,8,8,1,221000.jpg,curtain,LVIS,221000_nor172_curtain,Japan,"[0, 0, 0, 0]"
dispenser,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",48,Female,6,CrowdWorks,3,7,6,8,8,1,221000.jpg,dispenser,LVIS,221000_nor172_dispenser,Japan,"[0, 0, 0, 0]"
curtain,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",29,Female,5,CrowdWorks,5,6,6,6,8,2,221000.jpg,curtain,LVIS,221000_yyyttteee_curtain,Japan,"[0, 0, 0, 0]"
dispenser,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",29,Female,5,CrowdWorks,5,6,6,6,8,2,221000.jpg,dispenser,LVIS,221000_yyyttteee_dispenser,Japan,"[0, 0, 0, 0]"
curtain,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",23,Male,8,Prolific,5,9,7,6,6,0,221000.jpg,curtain,LVIS,221000_63d043863d3ac95993dca399_curtain,UK,"[0, 0, 0, 0]"
dispenser,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",23,Male,8,Prolific,5,9,7,6,6,0,221000.jpg,dispenser,LVIS,221000_63d043863d3ac95993dca399_dispenser,UK,"[0, 0, 0, 0]"
curtain,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",37,Male,1,Prolific,6,4,7,6,6,3,221000.jpg,curtain,LVIS,221000_5a11b458ab721b0001ef8884_curtain,UK,"[0, 0, 0, 0]"
dispenser,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",37,Male,1,Prolific,6,4,7,6,6,3,221000.jpg,dispenser,LVIS,221000_5a11b458ab721b0001ef8884_dispenser,UK,"[0, 0, 0, 0]"
identity,"[1, 1, 0, 0, 1, 0]",5,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",42,Female,6,CrowdWorks,2,6,5,9,8,0,01ead89d32a58f87.jpg,identity,OpenImages,01ead89d32a58f87_大河内嘉子_identity,Japan,"[0, 0, 0, 0]"
identity,"[1, 0, 1, 0, 1, 0]",6,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",26,Female,9,CrowdWorks,4,5,5,6,7,1,01ead89d32a58f87.jpg,identity,OpenImages,01ead89d32a58f87_上野結華_identity,Japan,"[0, 0, 0, 0]"
identity,"[1, 0, 0, 0, 0, 0]",3,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",51,Female,3,Prolific,8,8,10,3,9,2,01ead89d32a58f87.jpg,identity,OpenImages,01ead89d32a58f87_6238356bc0cff42b67a58c58_identity,UK,"[0, 0, 0, 0]"
identity,"[1, 0, 1, 0, 0, 0]",5,"[0, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",59,Female,9,Prolific,5,7,6,6,8,1,01ead89d32a58f87.jpg,identity,OpenImages,01ead89d32a58f87_5cdeafa4f71e090001ae44a6_identity,UK,"[0, 0, 0, 0]"
laptop_computer,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",20,Male,0,CrowdWorks,4,6,8,8,6,2,113132.jpg,laptop_computer,LVIS,113132_Panamera8108_laptop_computer,Japan,"[0, 0, 0, 0]"
laptop_computer,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",47,Female,8,CrowdWorks,6,7,8,5,9,3,113132.jpg,laptop_computer,LVIS,113132_wpeco_laptop_computer,Japan,"[0, 0, 0, 0]"
laptop_computer,"[0, 0, 1, 0, 0, 0]",4,"[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",48,Female,6,Prolific,4,7,8,5,5,0,113132.jpg,laptop_computer,LVIS,113132_5f21224ca1a41d48cd4fc726_laptop_computer,UK,"[0, 0, 0, 0]"
laptop_computer,"[0, 0, 1, 0, 0, 0]",4,"[0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]",23,Male,9,Prolific,5,8,6,6,8,2,113132.jpg,laptop_computer,LVIS,113132_63d7c67eba7ffd579000d595_laptop_computer,UK,"[0, 0, 0, 0]"
Musical keyboard,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",42,Male,6,CrowdWorks,2,4,7,8,6,1,093118b7220093e6.jpg,Musical keyboard,OpenImages,093118b7220093e6_worker365_Musical keyboard,Japan,"[0, 0, 0, 0]"
Table,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",42,Male,6,CrowdWorks,2,4,7,8,6,1,093118b7220093e6.jpg,Table,OpenImages,093118b7220093e6_worker365_Table,Japan,"[0, 0, 0, 0]"
Desk,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",42,Male,6,CrowdWorks,2,4,7,8,6,1,093118b7220093e6.jpg,Desk,OpenImages,093118b7220093e6_worker365_Desk,Japan,"[0, 0, 0, 0]"
Musical keyboard,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",38,Female,9,CrowdWorks,9,5,8,4,6,2,093118b7220093e6.jpg,Musical keyboard,OpenImages,093118b7220093e6_free612_Musical keyboard,Japan,"[0, 0, 0, 0]"
Table,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",38,Female,9,CrowdWorks,9,5,8,4,6,2,093118b7220093e6.jpg,Table,OpenImages,093118b7220093e6_free612_Table,Japan,"[0, 0, 0, 0]"
Desk,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",38,Female,9,CrowdWorks,9,5,8,4,6,2,093118b7220093e6.jpg,Desk,OpenImages,093118b7220093e6_free612_Desk,Japan,"[0, 0, 0, 0]"
Musical keyboard,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",21,Male,5,Prolific,10,9,5,3,6,1,093118b7220093e6.jpg,Musical keyboard,OpenImages,093118b7220093e6_63e500b82318d7185f03d047_Musical keyboard,UK,"[0, 0, 0, 0]"
Table,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",21,Male,5,Prolific,10,9,5,3,6,1,093118b7220093e6.jpg,Table,OpenImages,093118b7220093e6_63e500b82318d7185f03d047_Table,UK,"[0, 0, 0, 0]"
Desk,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",21,Male,5,Prolific,10,9,5,3,6,1,093118b7220093e6.jpg,Desk,OpenImages,093118b7220093e6_63e500b82318d7185f03d047_Desk,UK,"[0, 0, 0, 0]"
Musical keyboard,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",27,Male,8,Prolific,6,8,8,6,6,2,093118b7220093e6.jpg,Musical keyboard,OpenImages,093118b7220093e6_5e948ca595a31b0425fc2d84_Musical keyboard,UK,"[0, 0, 0, 0]"
Table,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",27,Male,8,Prolific,6,8,8,6,6,2,093118b7220093e6.jpg,Table,OpenImages,093118b7220093e6_5e948ca595a31b0425fc2d84_Table,UK,"[0, 0, 0, 0]"
Desk,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",27,Male,8,Prolific,6,8,8,6,6,2,093118b7220093e6.jpg,Desk,OpenImages,093118b7220093e6_5e948ca595a31b0425fc2d84_Desk,UK,"[0, 0, 0, 0]"
Human face,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",28,Female,8,CrowdWorks,3,5,4,9,10,1,10cae64b8b77b511.jpg,Human face,OpenImages,10cae64b8b77b511_yuna32_Human face,Japan,"[0, 0, 0, 0]"
Girl,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",28,Female,8,CrowdWorks,3,5,4,9,10,1,10cae64b8b77b511.jpg,Girl,OpenImages,10cae64b8b77b511_yuna32_Girl,Japan,"[0, 0, 0, 0]"
Woman,"[1, 0, 0, 0, 0, 0]",6,"[0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0]",28,Female,8,CrowdWorks,3,5,4,9,10,1,10cae64b8b77b511.jpg,Woman,OpenImages,10cae64b8b77b511_yuna32_Woman,Japan,"[0, 0, 0, 0]"
Human face,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",32,Female,3,Prolific,5,8,9,8,5,0,10cae64b8b77b511.jpg,Human face,OpenImages,10cae64b8b77b511_6012e3ec177ded0d2a006b92_Human face,UK,"[0, 0, 0, 0]"
Girl,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",32,Female,3,Prolific,5,8,9,8,5,0,10cae64b8b77b511.jpg,Girl,OpenImages,10cae64b8b77b511_6012e3ec177ded0d2a006b92_Girl,UK,"[0, 0, 0, 0]"
Woman,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",32,Female,3,Prolific,5,8,9,8,5,0,10cae64b8b77b511.jpg,Woman,OpenImages,10cae64b8b77b511_6012e3ec177ded0d2a006b92_Woman,UK,"[0, 0, 0, 0]"
streetlight,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",47,Male,5,CrowdWorks,5,5,5,7,5,2,159374.jpg,streetlight,LVIS,159374_callman0073_streetlight,Japan,"[0, 0, 0, 0]"
street_sign,"[0, 0, 0, 0, 0, 0]",-1,"[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]",47,Male,5,CrowdWorks,5,5,5,7,5,2,159374.jpg,street_sign,LVIS,159374_callman0073_street_sign,Japan,"[0, 0, 0, 0]"
