category,informationType,informativeness,sharing,age,gender,platform,extraversion,agreeableness,conscientiousness,neuroticism,openness,imagePath,originCategory,datasetName,id,bbox
Dog,0,5,1,55,Male,CrowdWorks,4,6,8,7,9,0007cebe1b2ba653.jpg,Dog,OpenImages,0007cebe1b2ba653_Dog,"[0, 0, 0, 0]"
Person,0,5,1,55,Male,CrowdWorks,4,6,8,7,9,0007cebe1b2ba653.jpg,Person,OpenImages,0007cebe1b2ba653_Person,"[0, 0, 0, 0]"
laptop_computer,0,6,0,46,Female,CrowdWorks,7,8,7,4,8,143024.jpg,laptop_computer,LVIS,143024_laptop_computer,"[0, 0, 0, 0]"
Human face,0,5,0,38,Female,Prolific,8,8,9,4,6,7afb90178c425e18.jpg,Human face,OpenImages,7afb90178c425e18_Human face,"[0, 0, 0, 0]"
Person,0,3,1,38,Female,Prolific,8,8,9,4,6,7afb90178c425e18.jpg,Person,OpenImages,7afb90178c425e18_Person,"[0, 0, 0, 0]"
Mammal,0,4,0,38,Female,Prolific,8,8,9,4,6,7afb90178c425e18.jpg,Mammal,OpenImages,7afb90178c425e18_Mammal,"[0, 0, 0, 0]"
blanket,0,4,2,50,Male,CrowdWorks,2,7,2,10,5,193042.jpg,blanket,LVIS,193042_blanket,"[0, 0, 0, 0]"
Human face,0,5,1,43,Female,CrowdWorks,6,7,5,5,7,6d8134e58999658b.jpg,Human face,OpenImages,6d8134e58999658b_Human face,"[0, 0, 0, 0]"
Human hair,0,4,1,43,Female,CrowdWorks,6,7,5,5,7,6d8134e58999658b.jpg,Human hair,OpenImages,6d8134e58999658b_Human hair,"[0, 0, 0, 0]"
Human nose,0,4,1,43,Female,CrowdWorks,6,7,5,5,7,6d8134e58999658b.jpg,Human nose,OpenImages,6d8134e58999658b_Human nose,"[0, 0, 0, 0]"
Human body,0,4,1,43,Female,CrowdWorks,6,7,5,5,7,6d8134e58999658b.jpg,Human body,OpenImages,6d8134e58999658b_Human body,"[0, 0, 0, 0]"
Human head,0,4,1,43,Female,CrowdWorks,6,7,5,5,7,6d8134e58999658b.jpg,Human head,OpenImages,6d8134e58999658b_Human head,"[0, 0, 0, 0]"
Human hand,0,3,1,43,Female,CrowdWorks,6,7,5,5,7,6d8134e58999658b.jpg,Human hand,OpenImages,6d8134e58999658b_Human hand,"[0, 0, 0, 0]"
Human arm,0,3,1,43,Female,CrowdWorks,6,7,5,5,7,6d8134e58999658b.jpg,Human arm,OpenImages,6d8134e58999658b_Human arm,"[0, 0, 0, 0]"
Man,0,6,1,43,Female,CrowdWorks,6,7,5,5,7,6d8134e58999658b.jpg,Man,OpenImages,6d8134e58999658b_Man,"[0, 0, 0, 0]"
Human face,0,6,1,23,Female,Prolific,6,8,7,6,6,6d8134e58999658b.jpg,Human face,OpenImages,6d8134e58999658b_Human face,"[0, 0, 0, 0]"
Human hair,2,4,1,23,Female,Prolific,6,8,7,6,6,6d8134e58999658b.jpg,Human hair,OpenImages,6d8134e58999658b_Human hair,"[0, 0, 0, 0]"
Human nose,0,4,1,23,Female,Prolific,6,8,7,6,6,6d8134e58999658b.jpg,Human nose,OpenImages,6d8134e58999658b_Human nose,"[0, 0, 0, 0]"
Clothing,2,4,2,23,Female,Prolific,6,8,7,6,6,6d8134e58999658b.jpg,Clothing,OpenImages,6d8134e58999658b_Clothing,"[0, 0, 0, 0]"
Human body,0,4,1,23,Female,Prolific,6,8,7,6,6,6d8134e58999658b.jpg,Human body,OpenImages,6d8134e58999658b_Human body,"[0, 0, 0, 0]"
Human head,0,6,1,23,Female,Prolific,6,8,7,6,6,6d8134e58999658b.jpg,Human head,OpenImages,6d8134e58999658b_Human head,"[0, 0, 0, 0]"
Human hand,2,4,2,23,Female,Prolific,6,8,7,6,6,6d8134e58999658b.jpg,Human hand,OpenImages,6d8134e58999658b_Human hand,"[0, 0, 0, 0]"
Human arm,2,4,1,23,Female,Prolific,6,8,7,6,6,6d8134e58999658b.jpg,Human arm,OpenImages,6d8134e58999658b_Human arm,"[0, 0, 0, 0]"
Man,0,3,2,23,Female,Prolific,6,8,7,6,6,6d8134e58999658b.jpg,Man,OpenImages,6d8134e58999658b_Man,"[0, 0, 0, 0]"
Girl,0,6,0,39,Male,CrowdWorks,4,4,4,9,7,02c704b941566bc9.jpg,Girl,OpenImages,02c704b941566bc9_Girl,"[0, 0, 0, 0]"
Person,0,5,0,39,Male,CrowdWorks,4,4,4,9,7,02c704b941566bc9.jpg,Person,OpenImages,02c704b941566bc9_Person,"[0, 0, 0, 0]"
Human head,0,5,0,39,Male,CrowdWorks,4,4,4,9,7,02c704b941566bc9.jpg,Human head,OpenImages,02c704b941566bc9_Human head,"[0, 0, 0, 0]"
Mammal,1,5,0,39,Male,CrowdWorks,4,4,4,9,7,02c704b941566bc9.jpg,Mammal,OpenImages,02c704b941566bc9_Mammal,"[0, 0, 0, 0]"
Woman,0,6,0,39,Male,CrowdWorks,4,4,4,9,7,02c704b941566bc9.jpg,Woman,OpenImages,02c704b941566bc9_Woman,"[0, 0, 0, 0]"
Man,0,6,0,39,Male,CrowdWorks,4,4,4,9,7,02c704b941566bc9.jpg,Man,OpenImages,02c704b941566bc9_Man,"[0, 0, 0, 0]"
Girl,0,2,0,25,Female,Prolific,4,7,6,9,10,02c704b941566bc9.jpg,Girl,OpenImages,02c704b941566bc9_Girl,"[0, 0, 0, 0]"
Person,0,5,2,25,Female,Prolific,4,7,6,9,10,02c704b941566bc9.jpg,Person,OpenImages,02c704b941566bc9_Person,"[0, 0, 0, 0]"
Clothing,2,4,2,25,Female,Prolific,4,7,6,9,10,02c704b941566bc9.jpg,Clothing,OpenImages,02c704b941566bc9_Clothing,"[0, 0, 0, 0]"
Human body,0,1,0,25,Female,Prolific,4,7,6,9,10,02c704b941566bc9.jpg,Human body,OpenImages,02c704b941566bc9_Human body,"[0, 0, 0, 0]"
Human head,0,6,2,25,Female,Prolific,4,7,6,9,10,02c704b941566bc9.jpg,Human head,OpenImages,02c704b941566bc9_Human head,"[0, 0, 0, 0]"
Woman,0,6,2,25,Female,Prolific,4,7,6,9,10,02c704b941566bc9.jpg,Woman,OpenImages,02c704b941566bc9_Woman,"[0, 0, 0, 0]"
Man,0,6,2,25,Female,Prolific,4,7,6,9,10,02c704b941566bc9.jpg,Man,OpenImages,02c704b941566bc9_Man,"[0, 0, 0, 0]"
Building,1,4,1,41,Female,CrowdWorks,5,6,3,9,6,0bc7015328a7f447.jpg,Building,OpenImages,0bc7015328a7f447_Building,"[0, 0, 0, 0]"
Medical equipment,1,4,2,41,Female,CrowdWorks,5,6,3,9,6,0bc7015328a7f447.jpg,Medical equipment,OpenImages,0bc7015328a7f447_Medical equipment,"[0, 0, 0, 0]"
Pumpkin,0,6,1,22,Female,CrowdWorks,6,6,8,4,5,3e73afaaaca25592.jpg,Pumpkin,OpenImages,3e73afaaaca25592_Pumpkin,"[0, 0, 0, 0]"
Fruit,0,4,0,22,Female,CrowdWorks,6,6,8,4,5,3e73afaaaca25592.jpg,Fruit,OpenImages,3e73afaaaca25592_Fruit,"[0, 0, 0, 0]"
Tool,0,5,0,22,Female,CrowdWorks,6,6,8,4,5,3e73afaaaca25592.jpg,Tool,OpenImages,3e73afaaaca25592_Tool,"[0, 0, 0, 0]"
Tool,2,3,1,24,Female,CrowdWorks,5,8,5,9,8,9777eea35056d962.jpg,Tool,OpenImages,9777eea35056d962_Tool,"[0, 0, 0, 0]"
backpack,0,4,2,50,Male,CrowdWorks,2,7,2,10,5,190236.jpg,backpack,LVIS,190236_backpack,"[0, 0, 0, 0]"
Dog,0,6,0,38,Male,CrowdWorks,5,6,7,7,7,015b32cb4975e12f.jpg,Dog,OpenImages,015b32cb4975e12f_Dog,"[0, 0, 0, 0]"
Person,0,6,0,38,Male,CrowdWorks,5,6,7,7,7,015b32cb4975e12f.jpg,Person,OpenImages,015b32cb4975e12f_Person,"[0, 0, 0, 0]"
Clothing,2,6,1,38,Male,CrowdWorks,5,6,7,7,7,015b32cb4975e12f.jpg,Clothing,OpenImages,015b32cb4975e12f_Clothing,"[0, 0, 0, 0]"
Human hand,2,5,1,38,Male,CrowdWorks,5,6,7,7,7,015b32cb4975e12f.jpg,Human hand,OpenImages,015b32cb4975e12f_Human hand,"[0, 0, 0, 0]"
Footwear,2,5,1,38,Male,CrowdWorks,5,6,7,7,7,015b32cb4975e12f.jpg,Footwear,OpenImages,015b32cb4975e12f_Footwear,"[0, 0, 0, 0]"
Human arm,2,5,1,38,Male,CrowdWorks,5,6,7,7,7,015b32cb4975e12f.jpg,Human arm,OpenImages,015b32cb4975e12f_Human arm,"[0, 0, 0, 0]"
Dog,1,4,1,40,Male,Prolific,6,7,7,9,6,015b32cb4975e12f.jpg,Dog,OpenImages,015b32cb4975e12f_Dog,"[0, 0, 0, 0]"
Person,2,4,2,40,Male,Prolific,6,7,7,9,6,015b32cb4975e12f.jpg,Person,OpenImages,015b32cb4975e12f_Person,"[0, 0, 0, 0]"
Clothing,1,5,0,40,Male,Prolific,6,7,7,9,6,015b32cb4975e12f.jpg,Clothing,OpenImages,015b32cb4975e12f_Clothing,"[0, 0, 0, 0]"
Human hand,1,4,1,40,Male,Prolific,6,7,7,9,6,015b32cb4975e12f.jpg,Human hand,OpenImages,015b32cb4975e12f_Human hand,"[0, 0, 0, 0]"
Footwear,0,4,1,40,Male,Prolific,6,7,7,9,6,015b32cb4975e12f.jpg,Footwear,OpenImages,015b32cb4975e12f_Footwear,"[0, 0, 0, 0]"
Human arm,1,4,0,40,Male,Prolific,6,7,7,9,6,015b32cb4975e12f.jpg,Human arm,OpenImages,015b32cb4975e12f_Human arm,"[0, 0, 0, 0]"
Cosmetics,2,4,1,70,Male,CrowdWorks,2,5,7,9,8,69444449be0d216e.jpg,Cosmetics,OpenImages,69444449be0d216e_Cosmetics,"[0, 0, 0, 0]"
cat,1,4,0,41,Female,CrowdWorks,4,6,8,7,9,128679.jpg,cat,LVIS,128679_cat,"[0, 0, 0, 0]"
Person,2,3,1,32,Male,CrowdWorks,5,7,7,8,9,42c05e6f790f4ef6.jpg,Person,OpenImages,42c05e6f790f4ef6_Person,"[0, 0, 0, 0]"
Person,3,5,1,43,Male,Prolific,9,10,7,9,7,42c05e6f790f4ef6.jpg,Person,OpenImages,42c05e6f790f4ef6_Person,"[0, 0, 0, 0]"
Table,3,5,1,43,Male,Prolific,9,10,7,9,7,42c05e6f790f4ef6.jpg,Table,OpenImages,42c05e6f790f4ef6_Table,"[0, 0, 0, 0]"
Man,3,5,1,43,Male,Prolific,9,10,7,9,7,42c05e6f790f4ef6.jpg,Man,OpenImages,42c05e6f790f4ef6_Man,"[0, 0, 0, 0]"
sofa,2,0,2,44,Male,CrowdWorks,4,8,8,6,4,109313.jpg,sofa,LVIS,109313_sofa,"[0, 0, 0, 0]"
beanbag,2,1,2,44,Male,CrowdWorks,4,8,8,6,4,109313.jpg,beanbag,LVIS,109313_beanbag,"[0, 0, 0, 0]"
curtain,1,0,2,44,Male,CrowdWorks,4,8,8,6,4,109313.jpg,curtain,LVIS,109313_curtain,"[0, 0, 0, 0]"
identity,0,4,1,34,Male,CrowdWorks,2,5,6,7,3,0f4b6436461549c4.jpg,identity,OpenImages,0f4b6436461549c4_identity,"[0, 0, 0, 0]"
identity,1,4,1,56,Female,Prolific,5,6,10,7,6,0f4b6436461549c4.jpg,identity,OpenImages,0f4b6436461549c4_identity,"[0, 0, 0, 0]"
Human face,0,3,0,52,Male,CrowdWorks,4,7,6,9,6,1b8d52cb603f71ad.jpg,Human face,OpenImages,1b8d52cb603f71ad_Human face,"[0, 0, 0, 0]"
Dress,0,3,0,52,Male,CrowdWorks,4,7,6,9,6,1b8d52cb603f71ad.jpg,Dress,OpenImages,1b8d52cb603f71ad_Dress,"[0, 0, 0, 0]"
Human hair,0,3,0,52,Male,CrowdWorks,4,7,6,9,6,1b8d52cb603f71ad.jpg,Human hair,OpenImages,1b8d52cb603f71ad_Human hair,"[0, 0, 0, 0]"
Glasses,0,3,0,52,Male,CrowdWorks,4,7,6,9,6,1b8d52cb603f71ad.jpg,Glasses,OpenImages,1b8d52cb603f71ad_Glasses,"[0, 0, 0, 0]"
Human nose,0,3,0,52,Male,CrowdWorks,4,7,6,9,6,1b8d52cb603f71ad.jpg,Human nose,OpenImages,1b8d52cb603f71ad_Human nose,"[0, 0, 0, 0]"
Human body,0,3,0,52,Male,CrowdWorks,4,7,6,9,6,1b8d52cb603f71ad.jpg,Human body,OpenImages,1b8d52cb603f71ad_Human body,"[0, 0, 0, 0]"
Human head,0,3,0,52,Male,CrowdWorks,4,7,6,9,6,1b8d52cb603f71ad.jpg,Human head,OpenImages,1b8d52cb603f71ad_Human head,"[0, 0, 0, 0]"
Mammal,0,3,0,52,Male,CrowdWorks,4,7,6,9,6,1b8d52cb603f71ad.jpg,Mammal,OpenImages,1b8d52cb603f71ad_Mammal,"[0, 0, 0, 0]"
Human mouth,0,3,0,52,Male,CrowdWorks,4,7,6,9,6,1b8d52cb603f71ad.jpg,Human mouth,OpenImages,1b8d52cb603f71ad_Human mouth,"[0, 0, 0, 0]"
Woman,0,3,0,52,Male,CrowdWorks,4,7,6,9,6,1b8d52cb603f71ad.jpg,Woman,OpenImages,1b8d52cb603f71ad_Woman,"[0, 0, 0, 0]"
Human face,0,1,1,36,Female,Prolific,6,10,8,4,6,1b8d52cb603f71ad.jpg,Human face,OpenImages,1b8d52cb603f71ad_Human face,"[0, 0, 0, 0]"
person,0,4,0,49,Female,CrowdWorks,5,6,6,9,4,110982.jpg,person,LVIS,110982_person,"[0, 0, 0, 0]"
spectacles,1,4,0,49,Female,CrowdWorks,5,6,6,9,4,110982.jpg,spectacles,LVIS,110982_spectacles,"[0, 0, 0, 0]"
person,0,6,0,58,Male,Prolific,10,8,10,3,9,110982.jpg,person,LVIS,110982_person,"[0, 0, 0, 0]"
telephone_pole,1,4,2,42,Female,CrowdWorks,4,7,5,9,8,100958.jpg,telephone_pole,LVIS,100958_telephone_pole,"[0, 0, 0, 0]"
skateboard,2,3,1,42,Female,CrowdWorks,4,7,5,9,8,100958.jpg,skateboard,LVIS,100958_skateboard,"[0, 0, 0, 0]"
banner,1,3,0,42,Female,CrowdWorks,4,7,5,9,8,100958.jpg,banner,LVIS,100958_banner,"[0, 0, 0, 0]"
monitor_(computer_equipment) computer_monitor,2,3,0,49,Female,CrowdWorks,5,6,6,9,4,132573.jpg,monitor_(computer_equipment) computer_monitor,LVIS,132573_monitor_(computer_equipment) computer_monitor,"[0, 0, 0, 0]"
monitor_(computer_equipment) computer_monitor,2,2,1,58,Male,Prolific,10,8,10,3,9,132573.jpg,monitor_(computer_equipment) computer_monitor,LVIS,132573_monitor_(computer_equipment) computer_monitor,"[0, 0, 0, 0]"
doormat,1,0,2,32,Male,Prolific,2,8,4,5,9,144622.jpg,doormat,LVIS,144622_doormat,"[0, 0, 0, 0]"
tag,0,3,2,32,Male,Prolific,2,8,4,5,9,144622.jpg,tag,LVIS,144622_tag,"[0, 0, 0, 0]"
Human hair,0,4,0,35,Male,CrowdWorks,3,3,4,10,8,0f0c237588553730.jpg,Human hair,OpenImages,0f0c237588553730_Human hair,"[0, 0, 0, 0]"
Clothing,0,5,0,35,Male,CrowdWorks,3,3,4,10,8,0f0c237588553730.jpg,Clothing,OpenImages,0f0c237588553730_Clothing,"[0, 0, 0, 0]"
Human body,0,6,0,35,Male,CrowdWorks,3,3,4,10,8,0f0c237588553730.jpg,Human body,OpenImages,0f0c237588553730_Human body,"[0, 0, 0, 0]"
Table,0,6,0,35,Male,CrowdWorks,3,3,4,10,8,0f0c237588553730.jpg,Table,OpenImages,0f0c237588553730_Table,"[0, 0, 0, 0]"
Woman,0,6,0,35,Male,CrowdWorks,3,3,4,10,8,0f0c237588553730.jpg,Woman,OpenImages,0f0c237588553730_Woman,"[0, 0, 0, 0]"
horse,1,4,2,43,Female,Prolific,4,6,8,10,10,134586.jpg,horse,LVIS,134586_horse,"[0, 0, 0, 0]"
ring,0,1,1,43,Female,Prolific,4,6,8,10,10,134586.jpg,ring,LVIS,134586_ring,"[0, 0, 0, 0]"
calf,1,2,1,44,Male,CrowdWorks,4,8,8,6,4,111325.jpg,calf,LVIS,111325_calf,"[0, 0, 0, 0]"
necklace,0,1,2,44,Male,CrowdWorks,4,8,8,6,4,111325.jpg,necklace,LVIS,111325_necklace,"[0, 0, 0, 0]"
calf,1,5,1,22,Female,Prolific,6,8,8,8,8,111325.jpg,calf,LVIS,111325_calf,"[0, 0, 0, 0]"
necklace,0,3,0,22,Female,Prolific,6,8,8,8,8,111325.jpg,necklace,LVIS,111325_necklace,"[0, 0, 0, 0]"
identity,0,6,0,56,Female,CrowdWorks,8,7,10,6,9,0e434121f4d725a5.jpg,identity,OpenImages,0e434121f4d725a5_identity,"[0, 0, 0, 0]"
identity,4,6,0,21,Male,Prolific,3,6,7,7,7,0e434121f4d725a5.jpg,identity,OpenImages,0e434121f4d725a5_identity,"[0, 0, 0, 0]"
Human face,0,6,1,23,Male,CrowdWorks,7,9,8,4,9,0ccdb16a34d67aaa.jpg,Human face,OpenImages,0ccdb16a34d67aaa_Human face,"[0, 0, 0, 0]"
Human hair,0,4,1,23,Male,CrowdWorks,7,9,8,4,9,0ccdb16a34d67aaa.jpg,Human hair,OpenImages,0ccdb16a34d67aaa_Human hair,"[0, 0, 0, 0]"
Glasses,0,4,1,23,Male,CrowdWorks,7,9,8,4,9,0ccdb16a34d67aaa.jpg,Glasses,OpenImages,0ccdb16a34d67aaa_Glasses,"[0, 0, 0, 0]"
Human nose,0,4,1,23,Male,CrowdWorks,7,9,8,4,9,0ccdb16a34d67aaa.jpg,Human nose,OpenImages,0ccdb16a34d67aaa_Human nose,"[0, 0, 0, 0]"
Human body,0,4,1,23,Male,CrowdWorks,7,9,8,4,9,0ccdb16a34d67aaa.jpg,Human body,OpenImages,0ccdb16a34d67aaa_Human body,"[0, 0, 0, 0]"
Human head,0,5,1,23,Male,CrowdWorks,7,9,8,4,9,0ccdb16a34d67aaa.jpg,Human head,OpenImages,0ccdb16a34d67aaa_Human head,"[0, 0, 0, 0]"
Human eye,0,5,1,23,Male,CrowdWorks,7,9,8,4,9,0ccdb16a34d67aaa.jpg,Human eye,OpenImages,0ccdb16a34d67aaa_Human eye,"[0, 0, 0, 0]"
Human mouth,0,4,1,23,Male,CrowdWorks,7,9,8,4,9,0ccdb16a34d67aaa.jpg,Human mouth,OpenImages,0ccdb16a34d67aaa_Human mouth,"[0, 0, 0, 0]"
Man,0,5,1,23,Male,CrowdWorks,7,9,8,4,9,0ccdb16a34d67aaa.jpg,Man,OpenImages,0ccdb16a34d67aaa_Man,"[0, 0, 0, 0]"
Human face,0,4,1,27,Male,Prolific,6,9,8,9,6,0ccdb16a34d67aaa.jpg,Human face,OpenImages,0ccdb16a34d67aaa_Human face,"[0, 0, 0, 0]"
Man,0,3,1,27,Male,Prolific,6,9,8,9,6,0ccdb16a34d67aaa.jpg,Man,OpenImages,0ccdb16a34d67aaa_Man,"[0, 0, 0, 0]"
Car,2,0,2,28,Male,CrowdWorks,3,4,4,10,10,017527da8bfeb97d.jpg,Car,OpenImages,017527da8bfeb97d_Car,"[0, 0, 0, 0]"
Land vehicle,2,0,2,28,Male,CrowdWorks,3,4,4,10,10,017527da8bfeb97d.jpg,Land vehicle,OpenImages,017527da8bfeb97d_Land vehicle,"[0, 0, 0, 0]"
Car,0,5,1,39,Female,Prolific,9,8,7,5,6,017527da8bfeb97d.jpg,Car,OpenImages,017527da8bfeb97d_Car,"[0, 0, 0, 0]"
Tire,0,3,1,39,Female,Prolific,9,8,7,5,6,017527da8bfeb97d.jpg,Tire,OpenImages,017527da8bfeb97d_Tire,"[0, 0, 0, 0]"
Vehicle registration plate,0,5,1,39,Female,Prolific,9,8,7,5,6,017527da8bfeb97d.jpg,Vehicle registration plate,OpenImages,017527da8bfeb97d_Vehicle registration plate,"[0, 0, 0, 0]"
sofa,0,0,3,24,Male,CrowdWorks,3,5,4,9,6,184843.jpg,sofa,LVIS,184843_sofa,"[0, 0, 0, 0]"
book,2,1,2,24,Male,CrowdWorks,3,5,4,9,6,184843.jpg,book,LVIS,184843_book,"[0, 0, 0, 0]"
television_set,2,0,3,24,Male,CrowdWorks,3,5,4,9,6,184843.jpg,television_set,LVIS,184843_television_set,"[0, 0, 0, 0]"
drawer,0,0,3,24,Male,CrowdWorks,3,5,4,9,6,184843.jpg,drawer,LVIS,184843_drawer,"[0, 0, 0, 0]"
tray,2,0,3,24,Male,CrowdWorks,3,5,4,9,6,184843.jpg,tray,LVIS,184843_tray,"[0, 0, 0, 0]"
coffee_table,0,0,3,24,Male,CrowdWorks,3,5,4,9,6,184843.jpg,coffee_table,LVIS,184843_coffee_table,"[0, 0, 0, 0]"
cushion,0,0,3,24,Male,CrowdWorks,3,5,4,9,6,184843.jpg,cushion,LVIS,184843_cushion,"[0, 0, 0, 0]"
book,2,0,2,22,Male,Prolific,5,8,8,5,6,184843.jpg,book,LVIS,184843_book,"[0, 0, 0, 0]"
tray,0,0,2,22,Male,Prolific,5,8,8,5,6,184843.jpg,tray,LVIS,184843_tray,"[0, 0, 0, 0]"
Person,1,4,1,45,Male,CrowdWorks,5,5,8,6,4,208e95b8f33fecda.jpg,Person,OpenImages,208e95b8f33fecda_Person,"[0, 0, 0, 0]"
Person,0,6,2,29,Male,Prolific,5,7,5,7,10,073656ee0dc47e82.jpg,Person,OpenImages,073656ee0dc47e82_Person,"[0, 0, 0, 0]"
streetlight,1,2,1,32,Female,CrowdWorks,6,6,6,5,7,152056.jpg,streetlight,LVIS,152056_streetlight,"[0, 0, 0, 0]"
laptop_computer,2,5,0,42,Female,CrowdWorks,5,4,7,9,7,215778.jpg,laptop_computer,LVIS,215778_laptop_computer,"[0, 0, 0, 0]"
table,1,2,2,42,Female,CrowdWorks,5,4,7,9,7,215778.jpg,table,LVIS,215778_table,"[0, 0, 0, 0]"
notebook,1,3,1,42,Female,CrowdWorks,5,4,7,9,7,215778.jpg,notebook,LVIS,215778_notebook,"[0, 0, 0, 0]"
computer_keyboard,2,2,2,42,Female,CrowdWorks,5,4,7,9,7,215778.jpg,computer_keyboard,LVIS,215778_computer_keyboard,"[0, 0, 0, 0]"
mug,2,3,2,42,Female,CrowdWorks,5,4,7,9,7,215778.jpg,mug,LVIS,215778_mug,"[0, 0, 0, 0]"
identity_card,0,5,0,42,Female,CrowdWorks,5,4,7,9,7,215778.jpg,identity_card,LVIS,215778_identity_card,"[0, 0, 0, 0]"
sofa,0,5,1,48,Male,CrowdWorks,4,6,7,6,7,107339.jpg,sofa,LVIS,107339_sofa,"[0, 0, 0, 0]"
person,0,5,1,47,Other,CrowdWorks,8,6,5,5,9,324909.jpg,person,LVIS,324909_person,"[0, 0, 0, 0]"
person,0,5,1,25,Male,Prolific,7,9,3,9,6,324909.jpg,person,LVIS,324909_person,"[0, 0, 0, 0]"
Human face,0,6,1,51,Male,CrowdWorks,8,7,7,6,7,23282811e70b4df7.jpg,Human face,OpenImages,23282811e70b4df7_Human face,"[0, 0, 0, 0]"
Human nose,0,2,1,51,Male,CrowdWorks,8,7,7,6,7,23282811e70b4df7.jpg,Human nose,OpenImages,23282811e70b4df7_Human nose,"[0, 0, 0, 0]"
Human eye,0,1,2,51,Male,CrowdWorks,8,7,7,6,7,23282811e70b4df7.jpg,Human eye,OpenImages,23282811e70b4df7_Human eye,"[0, 0, 0, 0]"
Human mouth,0,1,2,51,Male,CrowdWorks,8,7,7,6,7,23282811e70b4df7.jpg,Human mouth,OpenImages,23282811e70b4df7_Human mouth,"[0, 0, 0, 0]"
Human face,0,5,1,23,Female,Prolific,9,10,6,4,9,23282811e70b4df7.jpg,Human face,OpenImages,23282811e70b4df7_Human face,"[0, 0, 0, 0]"
Girl,0,5,1,23,Female,Prolific,9,10,6,4,9,23282811e70b4df7.jpg,Girl,OpenImages,23282811e70b4df7_Girl,"[0, 0, 0, 0]"
Human body,0,4,1,23,Female,Prolific,9,10,6,4,9,23282811e70b4df7.jpg,Human body,OpenImages,23282811e70b4df7_Human body,"[0, 0, 0, 0]"
Woman,0,5,1,23,Female,Prolific,9,10,6,4,9,23282811e70b4df7.jpg,Woman,OpenImages,23282811e70b4df7_Woman,"[0, 0, 0, 0]"
awning,1,1,1,57,Male,CrowdWorks,5,7,7,5,7,10566.jpg,awning,LVIS,10566_awning,"[0, 0, 0, 0]"
traffic_light,1,0,2,57,Male,CrowdWorks,5,7,7,5,7,10566.jpg,traffic_light,LVIS,10566_traffic_light,"[0, 0, 0, 0]"
flag,1,1,2,57,Male,CrowdWorks,5,7,7,5,7,10566.jpg,flag,LVIS,10566_flag,"[0, 0, 0, 0]"
signboard,1,2,1,57,Male,CrowdWorks,5,7,7,5,7,10566.jpg,signboard,LVIS,10566_signboard,"[0, 0, 0, 0]"
tag,1,5,1,34,Male,Prolific,4,4,6,6,10,125952.jpg,tag,LVIS,125952_tag,"[0, 0, 0, 0]"
suitcase,2,3,1,34,Male,Prolific,4,4,6,6,10,125952.jpg,suitcase,LVIS,125952_suitcase,"[0, 0, 0, 0]"
passport,0,2,0,25,Female,Prolific,7,5,4,4,6,484075.jpg,passport,LVIS,484075_passport,"[0, 0, 0, 0]"
Computer monitor,0,6,0,49,Female,Prolific,10,6,9,5,2,1f5cf6e96f0e0690.jpg,Computer monitor,OpenImages,1f5cf6e96f0e0690_Computer monitor,"[0, 0, 0, 0]"
Person,0,6,0,49,Female,Prolific,10,6,9,5,2,1f5cf6e96f0e0690.jpg,Person,OpenImages,1f5cf6e96f0e0690_Person,"[0, 0, 0, 0]"
Human head,0,6,0,49,Female,Prolific,10,6,9,5,2,1f5cf6e96f0e0690.jpg,Human head,OpenImages,1f5cf6e96f0e0690_Human head,"[0, 0, 0, 0]"
Cosmetics,4,5,0,38,Female,Prolific,7,3,8,8,10,9545c58cde73584f.jpg,Cosmetics,OpenImages,9545c58cde73584f_Cosmetics,"[0, 0, 0, 0]"
camera_lens,1,2,2,39,Male,CrowdWorks,4,4,8,8,6,114759.jpg,camera_lens,LVIS,114759_camera_lens,"[0, 0, 0, 0]"
wristband,2,2,0,39,Male,CrowdWorks,4,4,8,8,6,114759.jpg,wristband,LVIS,114759_wristband,"[0, 0, 0, 0]"
short_pants,2,2,0,39,Male,CrowdWorks,4,4,8,8,6,114759.jpg,short_pants,LVIS,114759_short_pants,"[0, 0, 0, 0]"
camera,1,2,0,39,Male,CrowdWorks,4,4,8,8,6,114759.jpg,camera,LVIS,114759_camera,"[0, 0, 0, 0]"
wristlet,2,2,0,39,Male,CrowdWorks,4,4,8,8,6,114759.jpg,wristlet,LVIS,114759_wristlet,"[0, 0, 0, 0]"
tennis_racket,2,5,0,39,Male,CrowdWorks,4,4,8,8,6,114759.jpg,tennis_racket,LVIS,114759_tennis_racket,"[0, 0, 0, 0]"
polo_shirt,0,4,0,39,Male,CrowdWorks,4,4,8,8,6,114759.jpg,polo_shirt,LVIS,114759_polo_shirt,"[0, 0, 0, 0]"
signboard,1,6,0,39,Male,CrowdWorks,4,4,8,8,6,114759.jpg,signboard,LVIS,114759_signboard,"[0, 0, 0, 0]"
magazine,1,5,0,58,Female,CrowdWorks,6,6,7,7,7,133766.jpg,magazine,LVIS,133766_magazine,"[0, 0, 0, 0]"
sweater,0,4,0,58,Female,CrowdWorks,6,6,7,7,7,133766.jpg,sweater,LVIS,133766_sweater,"[0, 0, 0, 0]"
mouse_(computer_equipment),0,4,0,58,Female,CrowdWorks,6,6,7,7,7,133766.jpg,mouse_(computer_equipment),LVIS,133766_mouse_(computer_equipment),"[0, 0, 0, 0]"
book,1,4,0,58,Female,CrowdWorks,6,6,7,7,7,133766.jpg,book,LVIS,133766_book,"[0, 0, 0, 0]"
